pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
77,CAND_0076904,429.732000,direct_search_ranking,4,search_ranking,Senior Data Scientist,4.2,Nykaa,London,True,41,0.540,90,False,2.2602,2.7521,2.6521,1.1689,2.4750,0.0000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation Systems assessment 52.3/100",90-day notice period,weak:skill_duration_overrun
78,CAND_0026532,429.716000,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,4.8,Zomato,"Chennai, Tamil Nadu",True,65,0.520,90,True,1.5556,2.9945,1.9200,2.4854,1.5800,1.9500,Developed a semantic search feature for an internal knowledge base of ~500K documents. | pgvector assessment 77.5/100,90-day notice period,
79,CAND_0030827,429.716000,direct_search_ranking,4,search_ranking,Senior Data Scientist,5.4,Freshworks,Singapore,True,53,0.520,120,False,1.9202,2.7935,2.3121,0.9200,2.4750,1.8000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",120-day notice period,weak:skill_duration_overrun
80,CAND_0041568,429.716000,direct_search_ranking,4,search_ranking,Search Engineer,5.2,Haptik,Sydney,True,56,0.520,90,False,2.2742,2.9923,2.8923,1.5935,2.8996,1.6500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Feature Engineering assessment 85.8/100",90-day notice period,weak:skill_duration_overrun
81,CAND_0041610,429.716000,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,6.7,Zoho,"Indore, Madhya Pradesh",True,18,0.520,30,True,1.8202,3.9060,3.2321,1.5000,3.3158,0.9000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:skill_duration_overrun | weak:repeated_role_description
82,CAND_0051292,429.716000,direct_search_ranking,4,search_ranking,Applied ML Engineer,5.2,Freshworks,"Trivandrum, Kerala",True,50,0.520,30,False,2.0046,2.7929,2.5523,0.9200,2.4188,1.3500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",,weak:skill_duration_overrun
83,CAND_0086151,429.716000,direct_search_ranking,4,search_ranking,Recommendation Systems Engineer,7.7,Wysa,"Vizag, Andhra Pradesh",True,70,0.520,120,True,2.0046,4.0054,2.5523,1.5000,2.2345,3.0000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Recommendation Systems assessment 83.7/100",120-day notice period,
84,CAND_0066376,429.708000,direct_search_ranking,4,semantic_search,Applied ML Engineer,5.7,Dream11,"Mumbai, Maharashtra",True,29,0.510,90,False,0.9617,2.6165,1.9200,2.6521,1.5800,1.9500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Recommendation Systems assessment 68.2/100,90-day notice period,weak:salary_range_inverted | weak:skill_duration_overrun
85,CAND_0076251,429.708000,direct_search_ranking,4,semantic_search,Search Engineer,7.6,Haptik,"Bhubaneswar, Odisha",True,47,0.510,60,True,2.2521,1.4400,1.3400,2.5000,2.6408,2.1000,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Weaviate assessment 76.3/100,,weak:repeated_role_description
86,CAND_0042506,429.684000,direct_search_ranking,4,relevance_ownership,Search Engineer,4.2,Verloop.io,"Mumbai, Maharashtra",True,10,0.480,15,False,1.9014,1.1602,1.5800,1.3446,2.7929,1.2000,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | scikit-learn assessment 73.6/100",,weak:skill_duration_overrun
87,CAND_0065878,429.684000,direct_search_ranking,4,search_ranking,Senior Data Scientist,7.8,Niramai,"Trivandrum, Kerala",True,70,0.480,15,False,1.8202,3.8890,3.2321,1.4854,2.4188,1.6500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | scikit-learn assessment 70.6/100",,weak:repeated_role_description
88,CAND_0024466,429.676000,direct_search_ranking,4,search_ranking,Search Engineer,5.2,PharmEasy,Toronto,True,10,0.470,120,True,1.8342,2.9923,2.6521,1.3446,2.4750,2.2500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | pgvector assessment 79.2/100",120-day notice period,weak:skill_duration_overrun
89,CAND_0009024,429.668000,direct_search_ranking,4,semantic_search,Search Engineer,5.2,Google,"Chennai, Tamil Nadu",True,53,0.460,30,False,1.4200,2.6745,1.9200,3.0766,2.0608,1.8000,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | FAISS assessment 81.9/100,,weak:skill_duration_overrun | weak:repeated_role_description
90,CAND_0070485,429.660000,direct_search_ranking,4,semantic_search,Search Engineer,6.4,Saarthi.ai,"Coimbatore, Tamil Nadu",True,60,0.450,120,False,2.8321,2.8646,2.3446,1.3400,1.8202,0.4500,Developed a semantic search feature for an internal knowledge base of ~500K documents. | FAISS assessment 50.4/100,120-day notice period,
91,CAND_0049896,429.644000,direct_search_ranking,4,relevance_ownership,Search Engineer,7.3,Unacademy,"Vizag, Andhra Pradesh",True,15,0.430,90,True,1.5200,1.3011,1.5800,1.3446,2.3121,0.0000,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control).",90-day notice period,
92,CAND_0037944,429.636000,direct_search_ranking,4,search_ranking,Senior Data Scientist,4.9,Vedantu,"Jaipur, Rajasthan",True,71,0.420,30,False,0.0000,1.8950,3.1561,1.5889,2.4188,2.2500,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Vector Search assessment 91.6/100,,weak:skill_duration_overrun
93,CAND_0068811,429.636000,direct_search_ranking,4,semantic_search,Applied ML Engineer,8.0,Freshworks,"Pune, Maharashtra",True,11,0.420,30,True,0.8202,2.9142,2.5000,3.2321,2.9015,1.3500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Vector Search assessment 52.6/100,,
94,CAND_0030031,429.252000,direct_search_ranking,4,semantic_search,AI Engineer,5.7,Microsoft,"Trivandrum, Kerala",False,10,0.940,30,False,0.6800,2.9945,2.6369,3.5098,2.2969,1.2000,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | PyTorch assessment 91.0/100,not marked open to work,weak:skill_duration_overrun
95,CAND_0081686,429.228000,direct_search_ranking,4,search_ranking,Search Engineer,6.0,Netflix,Austin,False,37,0.910,60,False,2.7545,3.2175,2.5523,1.5000,2.2345,3.7500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | FAISS assessment 85.9/100",not marked open to work,weak:skill_duration_overrun
96,CAND_0061655,429.204000,direct_search_ranking,4,search_ranking,Machine Learning Engineer,4.6,Krutrim,"Jaipur, Rajasthan",False,11,0.880,15,False,1.0000,3.4531,2.6521,1.3446,1.9942,0.4500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work,weak:skill_duration_overrun
97,CAND_0054123,429.196000,direct_search_ranking,4,semantic_search,Applied ML Engineer,4.7,Meta,"Gurgaon, Haryana",False,24,0.870,60,False,0.9202,2.3342,1.9200,2.9009,1.5800,1.6500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Python assessment 92.0/100,not marked open to work,weak:skill_duration_overrun
98,CAND_0060054,429.188000,direct_search_ranking,4,semantic_search,AI Engineer,6.4,Mad Street Den,"Jaipur, Rajasthan",False,76,0.860,15,True,1.5142,3.1608,2.6369,2.5000,2.0046,2.4000,Developed a semantic search feature for an internal knowledge base of ~500K documents. | TensorFlow assessment 89.9/100,not marked open to work,
99,CAND_0091534,429.172000,direct_search_ranking,4,search_ranking,AI Engineer,16.6,Flipkart,"Gurgaon, Haryana",False,27,0.840,30,True,1.8202,3.0721,2.8923,1.1689,2.8996,1.6500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Hugging Face Transformers assessment 76.1/100",not marked open to work,
100,CAND_0057563,429.164000,direct_search_ranking,4,search_ranking,NLP Engineer,6.8,Locobuzz,"Indore, Madhya Pradesh",False,41,0.830,60,True,2.1602,3.0766,2.5523,1.5000,2.7153,0.9000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work,
101,CAND_0094056,429.156000,direct_search_ranking,4,semantic_search,NLP Engineer,5.9,Rephrase.ai,"Chennai, Tamil Nadu",False,46,0.820,120,True,1.4142,2.5808,1.0000,2.5000,2.1600,0.9000,Developed a semantic search feature for an internal knowledge base of ~500K documents.,not marked open to work | 120-day notice period,weak:skill_duration_overrun
102,CAND_0079284,429.132000,direct_search_ranking,4,search_ranking,Machine Learning Engineer,4.9,Google,"Hyderabad, Telangana",False,51,0.790,30,False,0.0000,2.6745,2.8161,2.3446,2.4750,1.6500,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | scikit-learn assessment 84.2/100,not marked open to work,weak:skill_duration_overrun
103,CAND_0012957,429.036000,direct_search_ranking,4,search_ranking,Search Engineer,4.9,Razorpay,"Chennai, Tamil Nadu",False,30,0.670,120,True,1.8342,3.3123,2.3121,1.3446,2.4750,0.4500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work | 120-day notice period,weak:skill_duration_overrun
104,CAND_0042029,429.036000,direct_search_ranking,4,search_ranking,Senior Data Scientist,6.5,Flipkart,"Delhi, Delhi",False,49,0.670,45,True,0.3400,1.8542,3.1561,1.3400,2.8996,1.5000,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | NLP assessment 82.7/100,not marked open to work,weak:skill_duration_overrun
105,CAND_0020877,429.028000,direct_search_ranking,4,semantic_search,Applied ML Engineer,5.1,CRED,"Gurgaon, Haryana",False,59,0.660,60,True,1.5142,1.3400,2.0608,1.4808,2.0046,1.6500,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Kubeflow assessment 82.1/100,not marked open to work,weak:skill_duration_overrun
106,CAND_0030953,429.004000,direct_search_ranking,4,search_ranking,Search Engineer,7.8,Nykaa,"Chennai, Tamil Nadu",False,51,0.630,45,False,2.2402,3.5711,4.1106,2.8858,3.0550,1.0500,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Learning to Rank assessment 85.3/100,not marked open to work,weak:repeated_role_description
107,CAND_0037000,428.988000,direct_search_ranking,4,relevance_ownership,Search Engineer,2.7,Unacademy,"Noida, Uttar Pradesh",False,16,0.610,15,False,2.3402,2.0569,2.8745,0.9200,3.0331,2.7000,"Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). | Semantic Search assessment 87.8/100",not marked open to work,weak:skill_duration_overrun
108,CAND_0070202,428.980000,direct_search_ranking,4,search_ranking,Machine Learning Engineer,5.1,BYJU'S,"Jaipur, Rajasthan",False,12,0.600,90,False,1.6800,2.9923,2.3121,1.3446,2.4750,1.0500,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Learning to Rank assessment 81.5/100",not marked open to work | 90-day notice period,
109,CAND_0003977,428.940000,direct_search_ranking,4,semantic_search,Recommendation Systems Engineer,4.6,Google,"Delhi, Delhi",False,75,0.550,45,False,2.3345,2.8542,1.9200,1.9200,2.0608,2.1000,Developed a semantic search feature for an internal knowledge base of ~500K documents. | Learning to Rank assessment 90.2/100,not marked open to work,weak:skill_duration_overrun | weak:repeated_role_description
110,CAND_0015528,428.924000,direct_search_ranking,4,semantic_search,Applied ML Engineer,7.4,Krutrim,"Coimbatore, Tamil Nadu",False,46,0.530,30,False,0.1000,2.5745,1.5800,3.6066,2.6408,0.6000,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Weaviate assessment 65.5/100,not marked open to work,weak:activity_before_signup | weak:repeated_role_description
111,CAND_0051630,428.908000,direct_search_ranking,4,search_ranking,Machine Learning Engineer,6.0,Razorpay,"Kolkata, West Bengal",False,58,0.510,90,False,1.9202,3.1721,2.6521,0.9200,1.9942,0.9000,"Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",not marked open to work | 90-day notice period,weak:skill_duration_overrun
112,CAND_0047721,428.892000,direct_search_ranking,4,semantic_search,Senior Data Scientist,7.0,Microsoft,"Coimbatore, Tamil Nadu",False,57,0.490,90,True,0.6800,3.2788,2.0046,2.0721,1.8202,2.8500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Information Retrieval assessment 87.8/100,not marked open to work | 90-day notice period,
113,CAND_0096172,428.876000,direct_search_ranking,4,semantic_search,NLP Engineer,5.2,Krutrim,"Chennai, Tamil Nadu",False,29,0.470,45,False,1.5142,2.1602,1.5800,2.3446,1.5800,0.9000,Developed a semantic search feature for an internal knowledge base of ~500K documents.,not marked open to work,weak:skill_duration_overrun
114,CAND_0087630,428.860000,direct_search_ranking,4,semantic_search,AI Engineer,7.2,Vedantu,"Gurgaon, Haryana",False,77,0.450,30,True,0.0000,2.6745,2.0608,3.4166,1.5800,1.6500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | pgvector assessment 78.1/100,not marked open to work,weak:repeated_role_description
115,CAND_0099401,428.836000,direct_search_ranking,4,semantic_search,NLP Engineer,7.7,Dream11,"Ahmedabad, Gujarat",False,5,0.420,90,True,0.9617,2.7588,2.3446,3.2321,2.2969,0.4500,Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking.,not marked open to work | 90-day notice period,weak:repeated_role_description
116,CAND_0039521,428.828000,direct_search_ranking,4,search_ranking,Search Engineer,3.0,Salesforce,"Coimbatore, Tamil Nadu",False,51,0.410,30,False,1.5200,1.7542,3.1561,1.3400,2.4188,1.3500,Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,not marked open to work,weak:skill_duration_overrun
